CODE_MIL,LABEL_MIL,LB_APPELLATION_MIL
*30,VISITE DES CHAIS 1 PERSONNE,
*31,30G PRIMEUR CAVIAR,
*32,50G PRIMEUR CAVIAR,
*33,30G VINTAGE CAVIAR,
*34,50G VINTAGE CAVIAR,
*35,30G OSCIETRE CAVIAR,
*36,50G OSCIETRE CAVIAR,
*37,BAGAGE A VINS LAZENNE 12 BLES,
*38,CARTON 3 BLES BOURG CHAMPAGNES,
*39,CADENAS CERTIFIES TSA BAGAGES A VIN,
*4,TABLIER LA CAVE COULEUR BORDEAUX,
*40,CAISSETTE BOIS 1 BOUTEILLE,
*41,CAISSETTE BOIS 1 MAGNUM,
*5,CASIER DE 6 BOUTEILLES,
*6,CASIER DE 4 MAGNUNS,
*7,CRACHOIR SABLIER INOX,
*8,ETAMPE,
*9,TABLIER L ECOLE COULEUR NOIRE,
*C15,CAISSE 6 BOUTEILLES MASTER CLASSE MOUTON,
*C2,SAC 3 BTL PAUILLAC 2001,
7034,ZWIESEL FLUTES 65 GLASSES SHOTT,
7035,REVOLUTION POWER GLASSES STOLZLE,
7036,REVOLUTION MATURE GLASSES STOLZLE,
7037,GRANDEZZA CHAMPAGNE GLASSES STOLZLE,
7038,CLASSICO DECANTER STOLZLE,
7039,AERATOR VINTURI,
7040,VACUUM PUMP TRUE,
7041,POUR SPOUT BOTTLE STOPPER TRUE,
7042,GRAPE STOPPER TRUE,
7043,DECANTING POURER MENU,
7044,BARCELONA VULKANOS DECANTER STOLZLE,
7045,BORDEAUX WORLD HERITAGE BOOK,
7046,STAMLESS FLUTE CHAMPAGNE GOVINO,
8308,AQUA ALTA VALDRONNE,
8309,AQUA UNAGED VALDRONNE,
8310,REPOSADO TEQUILA EL TESORO,TEQUILA
8311,SAKE TOKUBETSU JUNMAI OKUNOMATSU,
8312,SAKE JUNMAI GINJO JOKIGEN,
8313,WHISKY 18 YEAR OLD HIGHLAND PARK,SINGLE MALT SCOTCH WHISKY
8314,VODKA ORGANIC AMERICAN HARVEST,
8315,THE BOTANIST ISLAY DRY GIN BRUICHLADDICH,DRY GIN
8316,ANEJO TEQUILA CORZO,TEQUILA
8317,REPOSADO TEQUILA DELEON,TEQUILA
8318,CREAM LIQUEUR RUMCHATA,
8319,AMARO LUCANO LUCANO,AMARO
8320,SAKE SAKAMAI KIKUSUI JUNMAI DAIGINJO KIKUSUI SHUZO,
8321,SAKE TAKE NO TSUYU JUNMAI TAKENOTSUYU SHUZO,
8322,SAKE DASSAI 50 NIGORI JUNMAI DAIGINJO ASAHI SHUZO,
8323,SAKE SUIGEI DRUNKEN WHALE TOKUBETSU JUNMAI SUIGEI SHUZO,
8324,SAKE SUIGEI TOKUBETSY JUNMAI SUIGEI SHUZO,
8325,SAKE SHOCHIKUBAI MIO SPARKLING TAKARA SHUZO,
8326,VODKA VOX,
8400,KYPRIS VALDRONNE,LIMONCELLO
8401,AMERICAN DRY GIN GREENHOOK GINSMITHS,GIN
8402,BEACH PLUM GIN LIQUEUR GREENHOOK GINSMITHS,GIN LIQUEUR
8403,ARMAGNAC VSOP LABAUDE,BAS ARMAGNAC
8404,ARMAGNAC XO LABAUDE,BAS ARMAGNAC
8405,ARMAGNAC VINTAGE LAUBADE,BAS ARMAGNAC
8406,BITTERSWEET VERMOUTH IMBUE,
8407,CREME DE CASSIS VISSOUX,CREME DE CASSIS
8408,WHISKY STRAIGHT RYE 11 YEAR 111 PROOF WHISTLEPIG FARM,STRAIGHT RYE WHISKEY
8409,WHISKY SPEY FLOWER 21 YEAR OLD WEMYSS MALTS,SINGLE SCOTCH WHISKY
8410,CREME DE CASSIS BOUDIER,CREME DE CASSIS
8411,CREME DE FRAMBOISE BOUDIER,CREME DE FRAMBOISE
8412,RUM 23 RON ZACAPA,
8413,RUM XO RON ZACAPA,
8414,ROUNDHOUSE GIN ROUNDHOUSE SPIRITS,GIN
8415,SMALL S AMERICAN DRY GIN RANSOM,DRY GIN
8416,OLD NEW ORLEANS CAJUN SPICE RUM CELEBRATION DISTILLING,
8417,OWNEY S ORIGINAL NEW YORK CITY RUM THE NOBLE EXPERIMENT NYC,
8418,DURANGO WILD AGAVE MEZCALES DE LEYENDA,MEZCAL
8419,GUERRERO WILD AGAVE MEZCALES DE LEYENDA,MEZCAL
8420,TEQUILA BLANCO SUERTE,TEQUILA
8421,WHISKY 12 YEAR SHERRY OAK MACALLAN,SINGLE MALT SCOTCH WHISKY
8422,WHISKY 15 YEAR FINE OAK MACALLAN,SINGLE MALT SCOTCH WHISKY
8423,WHISKY 21 YEAR MACALLAN,SINGLE MALT SCOTCH WHISKY
E023,CHASSAGNE M 1C CHAUMEES BLANC OL,CHASSAGNE MONTRACHET
E024,RULLY 1C MONT PALAIS BLANC OL,RULLY
E025,MEURSAULT 1C CHARMES BLANC OL,MEURSAULT
E026,CHASSAGNE M 1C MORGEOT BLANC OL,CHASSAGNE MONTRACHET
E027,PULIGNY M 1C PERRIERES BLANC OL,PULIGNY MONTRACHET
E028,PULIGNY M 1C PUCELLES BLANC OL,PULIGNY MONTRACHET
E029,CHASSAGNE M 1C CLOS ST MARC BLANC OL,CHASSAGNE MONTRACHET
E030,ST ROMAIN VIL BLANC OL,SAINT ROMAIN
E031,ST AUBIN 1C BLANC OL,SAINT AUBIN
E032,VOLNAY VIL ROUGE OL,VOLNAY
E033,VOLNAY 1C FREMIETS ROUGE OL,VOLNAY
E034,RULLY 1C BLANC OL,RULLY
E035,VOLNAY 1C CLOS ANGLES ROUGE OL,VOLNAY
E036,RULLY 1C RABOURCE BLANC OL,RULLY
E037,ST AUBIN 1C CHATENIERES BLANC OL,SAINT AUBIN
E038,BATARD M GC BLANC OL,BATARD MONTRACHET
E039,MONTRACHET GC BLANC OL,MONTRACHET
E040,BOURGOGNE SETILLES BLANC OL,BOURGOGNE
E041,CORTON CH GC BLANC OL,CORTON CHARLEMAGNE
8517,WHISKY 12 YEAR CHIVAS,SINGLE MALT SCOTCH WHISKY
8518,WHISKY 25 YEAR CHIVAS,SINGLE MALT SCOTCH WHISKY
8519,WHISKY FINE OAK SIENNA MACALLAN,SINGLE MALT SCOTCH WHISKY
8520,WHISKY FINE OAK AMBER MACALLAN,SINGLE MALT SCOTCH WHISKY
8521,WHISKY FINE OAK RUBY MACALLAN,SINGLE MALT SCOTCH WHISKY
8522,WHISKY JIM BEAM JIM BEAM,STRAIGHT BOURBON
8523,WHISKY JIM BEAM RED STAG JIM BEAM,STRAIGHT BOURBON
8524,WHISKY SOUTHERN COMFORT SOUTHERN COMFORT,
8525,SILVER TEQUILA SAUZA,TEQUILA
8526,RHUM ANEJO ESPECIAL HAVANA CLUB,RHUM
8527,RHUM ANEJO BLANCO HAVANA CLUB,RHUM
8528,RHUM 8 ANOS BACARDI,RHUM
8529,LIQUEUR MALIBU COCO MALIBU,
8530,LIQUEUR ROYALE CHAMBORD,
8531,LIQUEUR JAGERMEISTER JAGERMEISTER,
8532,LIQUEUR CREME MENTHE DEKUYPER,
8533,LIQUEUR CREME CASSIS HERITIER GUYOT,CREME DE CASSIS
8534,LIQUEUR BLUE CURACAO DEKUYPER,
8535,LIQUEUR PEACH SCHNAPPS PEACHES,
8536,LIQUEUR PASSOA PASSOA,
8537,LIQUEUR SOUR APPLE PUCKER DEKUYPER,
8538,LIQUEUR MANZANA VERDE GIFFARD,
8539,LIQUEUR LIMONCELLO VILLA MASSA,
8540,LIQUEUR LIMONCELLO CELLINI,
8541,LIQUEUR SAMBUCA CESARI LUXARDO,SAMBUCA
8542,EAU DE VIE SOLERA SEGNANA,AUTRE EAU DE VIE
8543,EAU DE VIE GENTILE SEGNANA,AUTRE EAU DE VIE
8544,EAU DE VIE BRIC GAIAN BERTA,AUTRE EAU DE VIE
8545,VERMOUTH MARTINI EXTRA DRY MARTINI,
8546,VERMOUTH MARTINI BLANCO MARTINI,
8547,WHISKY 18 YEAR BUNNAHABHAIN,SINGLE MALT SCOTCH WHISKY
8548,RHUM RESERVA BACARDI,RHUM
8549,CURACAO TRIPLE SEC VEDRENNE,
8550,STRAIGHT RYE WHISKEY OLD OVERHOLT,STRAIGHT RYE WHISKEY
8551,BLANCO TEQUILA CASAMIGOS,TEQUILA
8552,REPOSADO TEQUILA CASAMIGOS,TEQUILA
8553,ANEJO TEQUILA CASAMIGOS,TEQUILA
C20,PETITE CAVE SOCIANDO,
C21,PANIER PALMER GDS MILL,
C22,PETITE CAVE PALMER,
C23,PETITE CAVE ALTER EGO,
C24,PANIER 1ERS CRUS BLANCS BOUCHARD 03,
C25,PANIER LA TOUR HAUT BRION,
C26,PANIER BAHANS HAUT BRION,
C27,VERTICALE GRAND PUY LACOSTE,
C28,VERTICALE LACOSTE BORIE,
C29,VERTICALE HAUT BATAILLEY,
C3,4 COFFRETS KRUG PANACHES 88 90,
C4,4 COFFRETS KRUG GRANDE CUVEE,
C6,LA VERTICALE DES BLANCS,
C7,ASSORTIMENT GUIRAUD 2001,
C8,LA VERTICALE 99 00 01,
C9,HORIZONTALE 99,
CAIS1,MA CAISSE NO 1,
CAIS10,MA CAISSE NO 10,
CAIS2,MA CAISSE NO 2,
CAIS3,MA CAISSE NO 3,
CAIS4,MA CAISSE NO 4,
CAIS5,MA CAISSE NO 5,
CAIS6,MA CAISSE NO 6,
CAIS7,MA CAISSE NO 7,
CAIS8,MA CAISSE NO 8,
CAIS9,MA CAISSE NO 9,
E001,PULIGNY M 1C CHALUMAUX BLANC OL,PULIGNY MONTRACHET
E002,PULIGNY M 1C SOUS LE PUITS BLANC OL,PULIGNY MONTRACHET
E003,PULIGNY M 1C CHAMP GAIN BLANC OL,PULIGNY MONTRACHET
E004,PULIGNY M VIL BLANC OL,PULIGNY MONTRACHET
E005,PULIGNY M 1C CHAMP CANET BLANC OL,PULIGNY MONTRACHET
E006,CHABLIS GC VALMUR BLANC OL,CHABLIS
E007,CHABLIS 1C VAILLONS BLANC OL,CHABLIS
E008,CHABLIS 1C MONTEE TONNERRE BLANC OL,CHABLIS
E009,MEURSAULT 1C PERRIERES BLANC OL,MEURSAULT
E010,MEURSAULT VIL BLANC OL,MEURSAULT
E011,MEURSAULT 1C PORUZOTS BLANC OL,MEURSAULT
E012,CHABLIS 1C MONT MILIEU BLANC OL,CHABLIS
E013,CHABLIS 1C BEAUROY BLANC OL,CHABLIS
E014,CORTON CH GC HOSP BEAUNE F SALINS BLANC OL,CORTON CHARLEMAGNE
E015,MEURSAULT 1C BLAGNY BLANC OL,MEURSAULT
E016,PULIGNY M 1C CHAMP CANET BLANC MEUR,PULIGNY MONTRACHET
E017,MEURSAULT VIL VV BLANC OL,MEURSAULT
E018,RULLY 1C VAUVRY BLANC OL,RULLY
E019,ST AUBIN 1C PERRIERES BLANC OL,SAINT AUBIN
E020,CHASSAGNE M VIL BLANC OL,CHASSAGNE MONTRACHET
E021,CHASSAGNE M 1C VERGERS BLANC OL,CHASSAGNE MONTRACHET
E022,CHASSAGNE M 1C ABBAYE MORGEOT BLANC OL,CHASSAGNE MONTRACHET
E1144,CORTON GC CLOS MARECHAUDES ROUGE A BICHOT PAVILLON,CORTON
E1145,SAVIGNY BEAUNE VIL GRANDS LIARS VV ROUGE CAMUS BRUCHON,SAVIGNY LES BEAUNE
E1146,NUITS ST G 1C RUE DE CHAUX ROUGE CHARMAIE,NUITS SAINT GEORGES
E1147,CHABLIS VIL BOISSONNEUSE BLANC JULIEN BROCARD,CHABLIS
E1148,CHABLIS 1C VAUDEVEY BLANC JULIEN BROCARD,CHABLIS
E1149,BOURGOGNE HAUTES COTES NUITS CLOS ST PHILIBERT MONOP BLANC MEO CAMUZET DOMAINE,BOURGOGNE
E115,ECHEZEAUX GC ROUGE LR,ECHEZEAUX
E1323,CHASSAGNE M 1C TETE CLOS BLANC CAMILLE GIROUD,CHASSAGNE MONTRACHET
E1324,MEURSAULT 1C PORUSOT BLANC CAMILLE GIROUD,MEURSAULT
E1325,CORTON CH GC BLANC CAMILLE GIROUD,CORTON CHARLEMAGNE
E1326,VOLNAY 1C SANTENOTS ROUGE CAMILLE GIROUD,VOLNAY
E1327,NUITS ST G 1C BOUDOTS ROUGE CAMILLE GIROUD,NUITS SAINT GEORGES
E1328,GEVREY CH 1C LAVAUT ST JACQUES ROUGE CAMILLE GIROUD,GEVREY CHAMBERTIN
E1329,CORTON GC CLOS ROI ROUGE CAMILLE GIROUD,CORTON
E133,POMMARD 1C RUGIENS ROUGE FAIV JOSEPH,POMMARD
E1340,PULIGNY M 1C FOLATIERES BLANC LAMBRAYS,PULIGNY MONTRACHET
E1341,BOURGOGNE HAUTES COTES NUITS BLANC HUDELOT BAILLET,BOURGOGNE
E1342,MEURSAULT 1C BLAGNY VV BLANC RIJCKAERT,MEURSAULT
E1343,ECHEZEAUX GC ROUGES DU BAS ROUGE MEO CAMUZET DOMAINE,ECHEZEAUX
E1344,MARSANNAY VIL ROSE BRUNO CLAIR,MARSANNAY
E1345,POUILLY F VIL BOUTHIERES VV BLANC RIJCKAERT,POUILLY FUISSE
E1346,SAVIGNY BEAUNE VIL BLANC A BICHOT,SAVIGNY LES BEAUNE
E1347,BOURGOGNE HAUTES COTES NUITS BLANC A BICHOT,BOURGOGNE
E1348,MONTHELIE VIL ROUGE ROULOT,MONTHELIE
E1349,CHABLIS VIL PULSE BLANC WF,CHABLIS
E135,POMMARD 1C EPENOTS ROUGE FAIV JOSEPH,POMMARD
E1350,AUXEY DURESSES VIL BOUTONNIERS BLANC AUVENAY,AUXEY DURESSES
E1351,MEURSAULT VIL PRE DE MANCHE BLANC AUVENAY,MEURSAULT
E1352,BOUZERON VIL ALIGOTE BLANC VILLAINE,BOUZERON
E1353,CHASSAGNE M VIL ENCEGNIERES BLANC MARC COLIN,CHASSAGNE MONTRACHET
E1354,CHASSAGNE M 1C CHAMPS GAIN BLANC MARC COLIN,CHASSAGNE MONTRACHET
E1355,ST AUBIN 1C MONTCEAU BLANC MARC COLIN,SAINT AUBIN
E1356,SANTENAY 1C COMME ROUGE MARC COLIN,SANTENAY
E1380,VOLNAY 1C FREMIET ROUGE D ANGERVILLE,VOLNAY
E1381,VOLNAY 1C TAILLEPIEDS ROUGE D ANGERVILLE,VOLNAY
E1382,VOLNAY 1C CHAMPANS ROUGE D ANGERVILLE,VOLNAY
E1383,VOLNAY 1C CLOS DUCS ROUGE D ANGERVILLE,VOLNAY
E1384,NUITS ST G 1C SAINT GEORGES ROUGE HENRI GOUGES,NUITS SAINT GEORGES
E1385,NUITS ST G 1C VAUCRAINS ROUGE HENRI GOUGES,NUITS SAINT GEORGES
E1386,NUITS ST G 1C PRULIERS ROUGE HENRI GOUGES,NUITS SAINT GEORGES
E1387,NUITS ST G 1C BOUDOTS ROUGE MONGEARD MUGNERET,NUITS SAINT GEORGES
E1388,NUITS ST G 1C BOUDOTS ROUGE JEAN GRIVOT,NUITS SAINT GEORGES
E1389,CLOS VOUGEOT GC ROUGE JEAN GRIVOT,CLOS VOUGEOT
E139,VOLNAY 1C CLOS CHENES ROUGE LR,VOLNAY
E1390,SANTENAY VIL ROUGE ROUGES QUEUES,SANTENAY
E1391,SANTENAY 1C BEAUREGARD ROUGE ROGER BELLAND,SANTENAY
E1392,CHABLIS 1C BEAUREGARD BLANC BROCARD,CHABLIS
E1393,POUILLY F VIL LE CLOS MONOPOLE BLANC FUISSE,POUILLY FUISSE
E1394,MACON VERZE BLANC DOMAINE LEFLAIVE,MACON VERZE
E1395,BOURGOGNE ALIGOTE RAISINS DORES BLANC M LAFARGE,BOURGOGNE
E1396,CHABLIS VIL ST PIERRE BLANC DAUVISSAT,CHABLIS
E1397,CHABLIS VIL BIENOMMEE BLANC POITOUT,CHABLIS
E1398,BEAUNE 1C PERRIERES ROUGE LL,BEAUNE
E1399,PULIGNY M 1C HAMEAU BLAGNY BLANC LL,PULIGNY MONTRACHET
E140,BEAUNE 1C CENT VIGNES CH SAVIGNY ROUGE LR,BEAUNE
E1400,CHAMBOLLE M 1C BEAUX BRUNS ROUGE FAIV JOSEPH,CHAMBOLLE MUSIGNY
E1401,PULIGNY M 1C REFERTS BLANC FAIV JOSEPH,PULIGNY MONTRACHET
E1402,VIN FRANCE BLANC DE BLANCS BLANC THEVENET,VIN DE FRANCE
E1403,CORTON GC PRINCE FLORENT MERODE ROUGE ROMANEE CONTI,CORTON
E1404,GEVREY CH VIL 5 TERROIRS ROUGE DENIS MORTET,GEVREY CHAMBERTIN
E1405,VOLNAY VIL ROUGE BOILLOT,VOLNAY
E1406,VOLNAY 1C CHAMPANS ROUGE BOILLOT,VOLNAY
E1407,CHAMBERTIN GC R BOILLOT,CHAMBERTIN
E1408,PULIGNY M 1C CAILLERETS BLANC BOILLOT,PULIGNY MONTRACHET
E1409,ST AUBIN VIL BLANC BOILLOT,SAINT AUBIN
E141,MEURSAULT 1C BLANC MEUR,MEURSAULT
E1680,GRIOTTE CH GC ROUGE PONSOT,GRIOTTE CHAMBERTIN
E1681,CHARMES CH GC CUVEE MERLES ROUGE PONSOT,CHARMES CHAMBERTIN
E1682,ST AUBIN VIL PUCELLE BLANC COLIN MOREY,SAINT AUBIN
E1683,POUILLY F VIL VERS CHANES VV BLANC RIJCKAERT,POUILLY FUISSE
E1684,ROSE PINOT NOIR ROSE COLIN MOREY,HAUTES COTES DE BEAUNE ROSE
E1685,BOURGOGNE CHAPITRE SUIVANT ROUGE RENE BOUVIER,BOURGOGNE
E1686,MACON VILLAGES BLANC MIRANDE,MACON VILLAGES
E1687,NUITS ST G VIL POULETTES ROUGE BOUCH,NUITS SAINT GEORGES
E1688,PULIGNY M 1C COMBETTES BLANC BOUCH,PULIGNY MONTRACHET
E1689,CHAMBOLLE M 1C COMBOTTES ROUGE G BARTHOD,CHAMBOLLE MUSIGNY
E169,MEURSAULT 1C CHARMES BLANC BOUCH DOMAINE,MEURSAULT
E1770,CHABLIS 1C LYS BLANC CHABLISIENNE,CHABLIS
E1771,CHABLIS 1C COTE LECHET BLANC CHABLISIENNE,CHABLIS
E1772,CHABLIS 1C MONTMAINS BLANC CHABLISIENNE,CHABLIS
E1773,SAVIGNY BEAUNE VIL PIMENTIERS VIEILLES VIGNES ROUGE CAMUS BRUCHON,SAVIGNY LES BEAUNE
E1774,CHASSAGNE M 1C FAIRENDES BLANC COFFINET DUVERNAY,CHASSAGNE MONTRACHET
E1775,POUILLY F VIL PREMIERS JUS CROUX BLANC GUFFENS HEYNEN,POUILLY FUISSE
E1776,PULIGNY M VIL CUVEE MAIZIERE HOSPICES BLANC MARSANNAY,PULIGNY MONTRACHET
E1777,FIXIN VIL ROUGE MARSANNAY,FIXIN
E1778,BEAUNE 1C GREVES TROIS JOURNAUX ROUGE MEUR,BEAUNE
E1779,PULIGNY M 1C CHALUMEAUX BLANC LL,PULIGNY MONTRACHET
E178,NUITS ST G 1C DAMODES ROUGE FAIV DOMAINE,NUITS SAINT GEORGES
E1780,PULIGNY M 1C GARENNE BLANC LL,PULIGNY MONTRACHET
E1781,CHAMBOLLE M 1C ROUGE LL,CHAMBOLLE MUSIGNY
E1782,VOSNE R 1C PETITS MONTS ROUGE LL,VOSNE ROMANEE
E1783,CHABLIS GC PREUSES BLANC SF,CHABLIS
E1784,CHABLIS 1C MONTEE TONNERRE BLANC SF,CHABLIS
E1785,GEVREY CHAMBERTIN VIL ROUGE DAMOY,GEVREY CHAMBERTIN
E1786,NUITS ST G 1C CLOS MARECHALE ROUGE JF MUGNIER,NUITS SAINT GEORGES
E1787,CHABLIS 1C FOURCHAUME BLANC BILLAUD SIMON,CHABLIS
E1788,CHABLIS VIL TETE OR BLANC BILLAUD SIMON,CHABLIS
E1789,BOURGOGNE PINOT NOIR ROUGE FAIV JOSEPH,BOURGOGNE
E179,GEVREY CH 1C CRAIPILLOTS ROUGE FAIV DOMAINE,GEVREY CHAMBERTIN
E1790,MAZIS CH GC ROUGE ARMAND ROUSSEAU,MAZIS CHAMBERTIN
E1791,GEVREY CH 1C LAVAUX ST JACQUES ROUGE ARNAUD MORTET,GEVREY CHAMBERTIN
E1792,MAZOYERES CH GC ROUGE ARNAUD MORTET,MAZOYERES CHAMBERTIN
E1793,CHARMES CH GC ROUGE ARNAUD MORTET,CHARMES CHAMBERTIN
E1794,CHABLIS VIL VIEILLE VOYE BLANC LAROCHE,CHABLIS
E1795,CHABLIS 1C MONTEE DE TONNERRE BLANC LAROCHE,CHABLIS
E1796,MERCUREY 1C CHAMPS MARTIN BLANC LORENZON,MERCUREY
E1797,MERCUREY 1C CHAMPS MARTIN ROUGE LORENZON,MERCUREY
E1798,MERCUREY 1C PIECE 15 BLANC LORENZON,MERCUREY
E1799,MERCUREY VIL CHAPITRE ROUGE LORENZON,MERCUREY
E180,GEVREY CH VIL MARCHAIS ROUGE FAIV DOMAINE,GEVREY CHAMBERTIN
E1990,CHABLIS 1C RONCIERES BLANC PATRICK PIUZE,CHABLIS
E1991,CHABLIS 1C SECHETS BLANC PATRICK PIUZE,CHABLIS
E1992,CHABLIS 1C MONTEE TONNERRE BLANC PATRICK PIUZE,CHABLIS
E1993,CHABLIS 1C VAULORENT BLANC PATRICK PIUZE,CHABLIS
E1994,CHABLIS GC BLANCHOTS BLANC PATRICK PIUZE,CHABLIS
E1995,CHABLIS GC BOUGROS BLANC PATRICK PIUZE,CHABLIS
E1996,CHABLIS GC BOUGROS COTE BOUQUEYREAUX BLANC PATRICK PIUZE,CHABLIS
E1997,CHABLIS GC LES CLOS BLANC PATRICK PIUZE,CHABLIS
E1998,CHABLIS GC PREUSES BLANC PATRICK PIUZE,CHABLIS
E1999,CHABLIS GC VALMUR BLANC PATRICK PIUZE,CHABLIS
E200,BEAUNE 1C BLANC BOUCH DOMAINE,BEAUNE
E2000,PETIT CHABLIS VIL BLANC PATRICK PIUZE,PETIT CHABLIS
E2001,CHASSAGNE M 1C MACHERELLES BLANC JACQUES CARILLON,CHASSAGNE MONTRACHET
E2002,CHABLIS 1C BEAUROY BLANC CHABLISIENNE,CHABLIS
E2003,PULIGNY M 1C CHALUMEAUX BLANC MATROT,PULIGNY MONTRACHET
E2004,BLAGNY 1C PIECE BOIS ROUGE MATROT,BLAGNY
E2005,MAZIS CH GC ROUGE LOUIS JADOT,MAZIS CHAMBERTIN
E2006,NUITS ST G 1C CLOS MARECHALE BLANC JF MUGNIER,NUITS SAINT GEORGES
E223,MEURSAULT VIL BLANC BOUCH DOMAINE,MEURSAULT
E224,MERCUREY 1C MISSION BLANC DEV CHAMIREY,MERCUREY
E225,MERCUREY VIL ROUGE DEV CHAMIREY,MERCUREY
E226,NUITS ST G 1C PERDRIX ROUGE DEV PERDRIX,NUITS SAINT GEORGES
E227,VOSNE R VIL ROUGE DEV PERDRIX,VOSNE ROMANEE
E228,MEURSAULT 1C BOUCHES CHERES CH LR BLANC LR,MEURSAULT
E229,CLOS VOUGEOT GC ROUGE MARSANNAY,CLOS VOUGEOT
E230,GEVREY CH 1C ROUGE MARSANNAY,GEVREY CHAMBERTIN
E231,SAVIGNY BEAUNE VIL BLANC LL,SAVIGNY LES BEAUNE
E232,MONTAGNY 1C GRANDE ROCHE BLANC LL,MONTAGNY
E233,MARSANNAY VIL ROUGE LL,MARSANNAY
E234,SANTENAY VIL ROUGE LL,SANTENAY
E235,CORTON GC BRESSANDES ROUGE JP,CORTON
E236,CLOS VOUGEOT GC ROUGE JP,CLOS VOUGEOT
E237,CHAMBERTIN GC ROUGE JP,CHAMBERTIN
E238,MUSIGNY GC ROUGE JP,MUSIGNY
E239,BEAUNE 1C CHAMPS PIMONT ROUGE JP,BEAUNE
E240,BEAUNE 1C GREVES ROUGE JP,BEAUNE
E241,VOLNAY 1C SANTENOTS ROUGE JP,VOLNAY
E242,CORTON CH GC BLANC JP,CORTON CHARLEMAGNE
E378,NUITS ST G 1C PERRIERES ROUGE NP,NUITS SAINT GEORGES
E379,GEVREY CH 1C PETITE CHAPELLE ROUGE NP,GEVREY CHAMBERTIN
E380,CHARMES CH GC ROUGE NP,CHARMES CHAMBERTIN
E381,CORTON GC ROUGE MEUR,CORTON
E382,GEVREY CH VIL ROUGE MARSANNAY,GEVREY CHAMBERTIN
E383,MARSANNAY VIL PARTERRE ROUGE MARSANNAY,MARSANNAY
E384,CHABLIS GC PREUSES BLANC CHANS,CHABLIS
E385,GEVREY CH VIL ROUGE CHANS,GEVREY CHAMBERTIN
E386,NUITS ST G VIL ROUGE CHANS,NUITS SAINT GEORGES
E387,MEURSAULT VIL BLANC CHANS,MEURSAULT
E388,PULIGNY M VIL BLANC CHANS,PULIGNY MONTRACHET
E389,CHASSAGNE M VIL BLANC CHANS,CHASSAGNE MONTRACHET
E390,CHABLIS 1C MONTMAINS BLANC CHANS,CHABLIS
E391,CHABLIS 1C MONTEE TONNERRE BLANC CHANS,CHABLIS
E392,CHABLIS 1C FOURCHAUMES BLANC CHANS,CHABLIS
E393,BEAUNE 1C CLOS ROI ROUGE CHANS DOMAINE,BEAUNE
E394,NUITS ST G 1C PORRETS ST GEORGES ROUGE BOUCH DOMAINE,NUITS SAINT GEORGES
E395,POMMARD 1C PEZEROLLES ROUGE BOUCH DOMAINE,POMMARD
E396,MERCUREY 1C CLOS DU ROI ROUGE DEV CHAMIREY,MERCUREY
E397,BOURGOGNE CHARDONNAY BLANC OL,BOURGOGNE
E398,MACON AZE BLANC DEV GARENNE,MACON AZE
E399,CLOS VOUGEOT GC ROUGE BOUCH,CLOS VOUGEOT
E400,CORTON CH GC BLANC JC,CORTON CHARLEMAGNE
E401,BATARD M GC BLANC JC,BATARD MONTRACHET
E402,CHEVALIER M GC CLOS CHEVALIERS MONOPOLE BLANC JC,CHEVALIER MONTRACHET
E403,MONTRACHET GC BLANC JC,MONTRACHET
E404,PULIGNY M 1C VV BLANC JC,PULIGNY MONTRACHET
E405,PULIGNY M 1C FOLATIERES BLANC JC,PULIGNY MONTRACHET
E406,PULIGNY M 1C CLOS PUCELLE MONOPOLE BLANC JC,PULIGNY MONTRACHET
E407,PULIGNY M 1C CLOS CAILLERET BLANC JC,PULIGNY MONTRACHET
E408,PULIGNY M VIL BLANC JC,PULIGNY MONTRACHET
E409,CHASSAGNE M VIL BLANC JC,CHASSAGNE MONTRACHET
E410,CHASSAGNE M 1C CAILLERET BLANC JC,CHASSAGNE MONTRACHET
E411,ST AUBIN 1C PERRIERES BLANC JC,SAINT AUBIN
E671,POMMARD 1C CHAPONNIERES ROUGE LEROY,POMMARD
E672,PULIGNY M 1C SOUS LE PUITS BLANC LEROY,PULIGNY MONTRACHET
E673,FIXIN VIL ROUGE LEROY,FIXIN
E674,MEURSAULT VIL BLANC LEROY,MEURSAULT
E675,POMMARD VIL VIGNOTS ROUGE LEROY DOMAINE,POMMARD
E676,SANTENAY VIL ROUGE LEROY,SANTENAY
E677,BOURGOGNE BLANC LEROY,BOURGOGNE
E678,SAVIGNY BEAUNE VIL PIMENTIERS ROUGE ARNOUX PERE FILS,SAVIGNY LES BEAUNE
E679,BATARD M GC BLANC COFFINET DUVERNAY,BATARD MONTRACHET
E680,CHASSAGNE M 1C CAILLERETS BLANC COFFINET DUVERNAY,CHASSAGNE MONTRACHET
E681,CHASSAGNE M 1C MALTROIE BLANC COFFINET DUVERNAY,CHASSAGNE MONTRACHET
E682,CHASSAGNE M VIL BLANCHOTS DESSOUS BLANC COFFINET DUVERNAY,CHASSAGNE MONTRACHET
E683,CHABLIS GC PREUSES BLANC FAIV JOSEPH,CHABLIS
E684,MEURSAULT 1C GENEVRIERES BLANC MOREY BLANC,MEURSAULT
E685,NUITS ST G 1C MURGERS ROUGE S CATHIARD,NUITS SAINT GEORGES
E686,NUITS ST G 1C THOREY ROUGE S CATHIARD,NUITS SAINT GEORGES
E687,MONTAGNY 1C BLANC BOUCH,MONTAGNY
