CODE_MIL,LABEL_MIL,LB_APPELLATION_MIL
*30,VISITE DES CHAIS 1 PERSONNE,
*31,30G PRIMEUR CAVIAR,
*32,50G PRIMEUR CAVIAR,
*33,30G VINTAGE CAVIAR,
*34,50G VINTAGE CAVIAR,
*35,30G OSCIETRE CAVIAR,
*36,50G OSCIETRE CAVIAR,
*37,BAGAGE A VINS LAZENNE 12 BLES,
*38,CARTON 3 BLES BOURG CHAMPAGNES,
*39,CADENAS CERTIFIES TSA BAGAGES A VIN,
*4,TABLIER LA CAVE COULEUR BORDEAUX,
*40,CAISSETTE BOIS 1 BOUTEILLE,
*41,CAISSETTE BOIS 1 MAGNUM,
*5,CASIER DE 6 BOUTEILLES,
*6,CASIER DE 4 MAGNUNS,
*7,CRACHOIR SABLIER INOX,
*8,ETAMPE,
*9,TABLIER L ECOLE COULEUR NOIRE,
*C15,CAISSE 6 BOUTEILLES MASTER CLASSE MOUTON,
*C2,SAC 3 BTL PAUILLAC 2001,
F1650,HERMITAGE DIONNIERES BLANC FAYOLLE,HERMITAGE
F1651,HERMITAGE DIONNIERES ROUGE FAYOLLE,HERMITAGE
F1652,CROZES H CLOS CORNIRETS ROUGE FAYOLLE,CROZES HERMITAGE
F1653,RASTEAU ROUGE BEAURENARD,RASTEAU
F1654,SAUMUR BREZE BLANC GUIBERTEAU,SAUMUR
F1655,SAUMUR MOTELLES ROUGE GUIBERTEAU,SAUMUR
F1656,SAUMUR ARBOISES ROUGE GUIBERTEAU,SAUMUR
F1657,CROZES H SICAMOR ROUGE CHAP,CROZES HERMITAGE
F1658,ERMITAGE JUBILE 200 ANS BLANC CHAP,ERMITAGE
F1659,VOUVRAY CLOS BOURG SEC BLANC HUET,VOUVRAY
F166,GEWURZTR VT BLANC TRIM,ALSACE
F1660,VOUVRAY HAUT LIEU DEMI SEC BLANC HUET,VOUVRAY
F1661,VOUVRAY LE MONT DEMI SEC BLANC HUET,VOUVRAY
F1662,SANCERRE CALCAIRES BLANC LUCIEN CROCHET,SANCERRE
F1663,MORGON CHARMES EPONYM ROUGE JEAN FOILLARD,MORGON
F1664,MORGON CUVEE 3 14 ROUGE JEAN FOILLARD,MORGON
F1665,COTE ROTIE GIROFLARIE ROUGE PATRICK JASMIN,COTE ROTIE
F1666,SAUMUR CHAMPIGNY BOURG ROUGE CLOS ROUGEARD,SAUMUR CHAMPIGNY
F1667,SAUMUR CHAMPIGNY BREZE BLANC CLOS ROUGEARD,SAUMUR
F1668,COTES RHONE PIALADE ROUGE CHATEAU RAYAS,COTES DU RHONE
F1669,GRANDES BASTIDES ALQUIER ROUGE JM ALQUIER,FAUGERES
F167,PINOT GRIS VT BLANC TRIM,ALSACE
F1670,BEAUJOLAIS TERRES DOREES FRV 100 ROSE JP BRUN,BEAUJOLAIS
F1671,COTEAUX AIX BAULIEU BLANC BLANC VILLA BAULIEU,COTEAUX D AIX EN PROVENCE
F1672,COTEAUX AIX BAULIEU ROUGE ROUGE VILLA BAULIEU,COTEAUX D AIX EN PROVENCE
F1673,ST JOSEPH BLANC COURBIS,SAINT JOSEPH
F1674,GUEULE DE LOUP BOUCHES DU RHONE ROUGE CHATEAU DE ROQUEFORT,
F1675,COTES JURA GRANDS TEPPES VV CHARDONNAY BLANC JF GANEVAT,COTES DU JURA VIN JAUNE
F1676,CONDRIEU VERLIEU BLANC Y CUILLERON,CONDRIEU
F1677,TERRASSES LARZAC ROUGE VIGNES OUBLIEES,TERRASSES DU LARZAC
F1678,DOMAINE CELLIER DES CRAY CUVEE GUEUX BLANC BERLIOZ,
F1679,GEISBERG GC BLANC TRIM,ALSACE
F168,PINOT GRIS SGN BLANC TRIM,ALSACE
F341,TAVEL REINE DES BOIS ROSE MORD,TAVEL
F342,COTES PROV CH PEYRASSOL BLANC PEYRASSOL,COTES DE PROVENCE
F343,COTES PROV CH PEYRASSOL ROUGE PEYRASSOL,COTES DE PROVENCE
F344,COTES PROV CH PEYRASSOL ROSE PEYRASSOL,COTES DE PROVENCE
F345,COTES PROV CLOS PEYRASSOL ROUGE PEYRASSOL,COTES DE PROVENCE
F346,COTES PROV CLOS PEYRASSOL ROSE PEYRASSOL,COTES DE PROVENCE
F347,COTES PROV COMMANDERIE BLANC PEYRASSOL,COTES DE PROVENCE
F348,COTES PROV COMMANDERIE ROUGE PEYRASSOL,COTES DE PROVENCE
F349,COTES PROV COMMANDERIE ROSE PEYRASSOL,COTES DE PROVENCE
F350,COTEAUX AIX SABINE ROSE BIELER PERE FILS,COTEAUX D AIX EN PROVENCE
F351,COTES PROV STE VICTOIRE ROSE MAS CADENET,COTES DE PROVENCE
F352,COTES PROV PRIEURE ROSE STE ROSELINE,COTES DE PROVENCE
F353,COTES PROV HARMONIE ROSE STE ROSELINE,COTES DE PROVENCE
F354,FLEURIE ROUGE GRANDS FERS,FLEURIE
F355,COTES PROV ROSE LEOUBE ROSE LEOUBE,COTES DE PROVENCE
F356,COTES PROV SECRET ROSE LEOUBE,COTES DE PROVENCE
F357,CONDRIEU COTEAU CHERY BLANC CHAP,CONDRIEU
F358,SANCERRE MONT BLANC F LEBRUN,SANCERRE
F359,GIGONDAS ROUGE CAYRON,GIGONDAS
F360,CHATEAUNEUF DU P ROUGE LAFOND ROC EPINE,CHATEAUNEUF DU PAPE
F361,CHATEAUNEUF DU P BLANC VIEUX DONJON,CHATEAUNEUF DU PAPE
F362,CHATEAUNEUF DU P ROUGE VIEUX DONJON,CHATEAUNEUF DU PAPE
F363,CONDRIEU CHAILLEES ENFER BLANC G VERNAY,CONDRIEU
F364,CONDRIEU TERRASSES EMPIRE BLANC G VERNAY,CONDRIEU
F365,COTE ROTIE BLONDE SEIGNEUR ROUGE G VERNAY,COTE ROTIE
F366,ST JOSEPH DAME BRUNE ROUGE G VERNAY,SAINT JOSEPH
F367,IGP COLLINES RHOD PIED SAMSON VIOGNIER BLANC G VERNAY,IGP COLLINES RHODANIENNES
F368,IGP COLLINES RHOD MIRBAUDIE SYRAH ROUGE G VERNAY,IGP COLLINES RHODANIENNES
F369,IGP COLLINES RHOD MIRBAUDIE SYRAH ROSE G VERNAY,IGP COLLINES RHODANIENNES
F370,IGP COLLINES RHOD FLEURS MAI SYRAH ROUGE G VERNAY,IGP COLLINES RHODANIENNES
F371,COTEAUX VAROIS BELLES BASTILLES ROSE CH ESCARELLE,COTEAUX VAROIS EN PROVENCE
F372,COTES RHONE MON COEUR ROUGE JL CHAVE,COTES DU RHONE
F373,LUBERON ROSE PALAIS PRIVE,LUBERON
F374,LUBERON BLANC PALAIS PRIVE,LUBERON
F375,BANDOL ROMASSAN ROSE COEUR GRAIN ROSE OTT,BANDOL
F624,GIGONDAS VV ROUGE TARDIEU LAURENT,GIGONDAS
F625,VACQUEYRAS VV ROUGE TARDIEU LAURENT,VACQUEYRAS
F626,COTES RHONE GUY LOUIS BLANC TARDIEU LAURENT,COTES DU RHONE
F627,GIGONDAS ARGNEE VV ROUGE FAMILLE PERRIN,GIGONDAS
F628,HERMITAGE BLANC TARDIEU LAURENT,HERMITAGE
F629,COTES RHONE BECS FINS BLANC TARDIEU LAURENT,COTES DU RHONE
F630,VIN FRANCE OUSTALET ROUGE FAMILLE PERRIN,VIN DE FRANCE
F631,CONDRIEU COMBE DE MALLEVAL BLANC OGIER,CONDRIEU
F632,CONDRIEU VV DE JACQUES VERNAY BLANC OGIER,CONDRIEU
F633,IGP COLLINES RHOD ROSINE SYRAH ROUGE OGIER,IGP COLLINES RHODANIENNES
F634,ST JOSEPH PASSAGE ROUGE OGIER,SAINT JOSEPH
F635,IGP COLLINES RHOD AME SOEUR SYRAH DE SEYSSUEL ROUGE OGIER,IGP COLLINES RHODANIENNES
F636,COTE ROTIE RESERVE DU DOMAINE ROUGE OGIER,COTE ROTIE
F637,COTE ROTIE BELLE HELENE ROUGE OGIER,COTE ROTIE
F638,COTE ROTIE LANCEMENT ROUGE OGIER,COTE ROTIE
F639,SANCERRE BLANC VIEUX PRECHE,SANCERRE
F640,SANCERRE BLANC NOZAY,SANCERRE
F641,BEAUJOLAIS ROUGE DUPEUBLE,BEAUJOLAIS
F642,CHATEAUNEUF DU P BLANC LA NERTHE,CHATEAUNEUF DU PAPE
F643,CHATEAUNEUF DU P CUVEE CADETTES ROUGE LA NERTHE,CHATEAUNEUF DU PAPE
F644,CHATEAUNEUF DU P CLOS BEAUVENIR BLANC LA NERTHE,CHATEAUNEUF DU PAPE
F645,VIN FRANCE CANON A BULLES BLANC SAINT PIERRE,VIN DE FRANCE
F646,VIN FRANCE POINT G ROUGE MONTRIEUX,VIN DE FRANCE
F647,BERGERAC CUVEE NATUREL ROUGE CHATEAU RICHARD,BERGERAC
F648,COTES RHONE BLANC DOMAINE DE LA SOLITUDE,COTES DU RHONE
F649,IGP MEDITERRANEE ROSE MY ESSENTIAL,IGP MEDITERRANEE
F650,SANCERRE PINOT ROSE LUCIEN CROCHET,SANCERRE
F651,LUBERON ELEPHANT ROSE ROSE FAMILLE PERRIN,LUBERON
F652,LUBERON ROSE VIEILLE FERME,LUBERON
F653,COTES PROV EXCELLENCE ROSE SAINT MAUR,COTES DE PROVENCE
F654,COTES PROV ROSE SARRINS,COTES DE PROVENCE
F655,COTES PROV ROSE FONT DU BROC,COTES DE PROVENCE
F656,COTES PROV IKON ROSE HERMITAGE SAINT MARTIN,COTES DE PROVENCE
F657,COTES PROV TERRE DE CROIX ROSE ROUBINE,COTES DE PROVENCE
F658,COTES PROV WHISPERING ANGEL ROSE ESCLANS,COTES DE PROVENCE
F659,COTES PROV CHATEAU ESCLANS ROCK ANGEL ROSE ESCLANS,COTES DE PROVENCE
G270,BOLGHERI SASSICAIA ROUGE TENUTA SAN GUIDO,BOLGHERI
G275,TOSCANA TRINORO ROUGE TENUTA DI TRINORO,TOSCANA
G277,BOLGHERI SUPERIORE ROUGE GRATTAMACCO,BOLGHERI SUPERIORE
G300,CABERNET S RESERVA ROUGE MONT ROSA,COLCHAGUA VALLEY
G301,MERLOT RESERVA ROUGE MONT ROSA,COLCHAGUA VALLEY
G302,CABERNET S ROUGE MONT ROSA,COLCHAGUA VALLEY
G303,ALMAVIVA ROUGE VINA ALMAVIVA,PUENTE ALTO
G320,CHARDONNAY CUVEE ALEXANDRE BLANC LAPOSTOLLE,CASABLANCA VALLEY
G321,MERLOT CUVEE ALEXANDRE ROUGE LAPOSTOLLE,COLCHAGUA VALLEY
G322,CLOS APALTA ROUGE LAPOSTOLLE,COLCHAGUA VALLEY
G323,CABERNET SAUVIGNON CUVEE ALEXANDRE ROUGE LAPOSTOLLE,COLCHAGUA VALLEY
G400,KOONUNGA HILL SHIRAZ CAB ROUGE PENFOLDS,BAROSSA VALLEY
G401,BIN 28 SHIRAZ ROUGE PENFOLDS,BAROSSA VALLEY
G402,BIN 407 CAB SAUV ROUGE PENFOLDS,
G403,BIN 389 CAB SHIRAZ ROUGE PENFOLDS,
G404,BIN 707 CAB SAUV ROUGE PENFOLDS,
G405,GRANGE ROUGE PENFOLDS,
G406,ST HENRI ROUGE PENFOLDS,
G407,BIN 128 SHIRAZ ROUGE PENFOLDS,COONAWARRA
G408,RWT BAROSSA VALLEY SHIRAZ ROUGE PENFOLDS,BAROSSA VALLEY
G409,ASTRALIS SYRAH ROUGE CLARENDON HILLS,MCLAREN VALE
G410,GRENACHE OLD V BLEWITT ROUGE CLARENDON HILLS,MCLAREN VALE
G411,GRENACHE OLD V KANGARILLA ROUGE CLARENDON HILLS,MCLAREN VALE
G412,GRENACHE OLD V ROMAS ROUGE CLARENDON HILLS,MCLAREN VALE
G413,SYRAH LIANDRA ROUGE CLARENDON HILLS,MCLAREN VALE
G414,SYRAH MORITZ ROUGE CLARENDON HILLS,MCLAREN VALE
G415,SYRAH PIGGOTT RANGE ROUGE CLARENDON HILLS,MCLAREN VALE
G416,GEORGIA S PADDOCK ROUGE JASPER HILL,HEATHCOTE
G417,UNFILTERED MERLOT ROUGE NEWTON VINEYARD,NAPA VALLEY
G500,SAUVIGNON BLANC BLANC CLOUDY BAY,MARLBOROUGH
G501,CHARDONNAY BLANC CLOUDY BAY,MARLBOROUGH
G502,MATAKANA ROUGE PROVIDENCE,MATAKANA
G503,PROVIDENCE PRIVATE RESERVE ROUGE PROVIDENCE,MATAKANA
G504,SAUVIGNON BLANC TE KOKO BLANC CLOUDY BAY,WAIRAU VALLEY
G600,RIOJA CRIANZA ROUGE LUIS ALEGRE,RIOJA
G601,RIOJA JOVENES ROUGE LUIS ALEGRE,RIOJA
G700,TOSCANA PALAZZI ROUGE TENUTA DI TRINORO,TOSCANA
G701,TOSCANA LE CUPOLE ROUGE TENUTA DI TRINORO,TOSCANA
J1170,TOSCANA TINATA ROUGE MONTEVERRO,TOSCANA
J1171,SOVANA SUPERIORE ALEATICO ROUGE ALDOBRANDESCA,SOVANA SUPERIORE
J1172,ROSSO MONTEPULCIANO SABAZIO ROUGE ANTINORI BRACCESCA,ROSSO DI MONTEPULCIANO
J1173,VINO NOBILE MONTEPULCIANO VIGNETO SANTA PIA ROUGE ANTINORI BRACCESCA,VINO NOBILE DI MONTEPULCIANO
J1174,CORTONA BRAMASOLE ROUGE ANTINORI BRACCESCA,CORTONA
J1175,CORTONA ACHELO ROUGE ANTINORI BRACCESCA,CORTONA
J1176,TOSCANA PALEO ROUGE LE MACCHIOLE,TOSCANA
J1177,TOSCANA SCRIO ROUGE LE MACCHIOLE,TOSCANA
J1178,TOSCANA COEVO ROUGE CECCHI,TOSCANA
J1179,MORELLINO SCANSANO VAL DELLE ROSE RISERVA ROUGE CECCHI,MORELLINO DI SCANSANO
J118,BAROLO RISERVA ROUGE BENI DI BATASIOLO,BAROLO
J1180,TOSCANA ROUGE IL BORRO,TOSCANA
J1181,TOSCANA PIAN DI NOVA ROUGE IL BORRO,TOSCANA
J1182,BRUNELLO MONTALCINO MONTOSOLI ROUGE ALTESINO,BRUNELLO DI MONTALCINO
J1183,MAREMMA TOSCANA ENEO ROUGE MONTEPELOSO,MAREMMA TOSCANA
J1184,TOSCANA A QUO ROUGE MONTEPELOSO,TOSCANA
J1185,TOSCANA ORENO ROUGE SETTE PONTI,TOSCANA
J1186,CORTONA BOSCO ROUGE ALESSANDRO,CORTONA
J1187,MAREMMA TOSCANA ILATRAIA ROUGE BRANCAIA,MAREMMA TOSCANA
J1188,LAPPA S NAPA VALLEY ROUGE HEIBEL,NAPA VALLEY
J1189,OSCAR ROUGE XAVIER FLOURET,MAIPO VALLEY
J119,BAROLO ROUGE FRATELLI REVELLO,BAROLO
J1190,MARIENBURG RIESLING SPATLESE BLANC CLEMENS BUSCH,
J1191,TURRIGA ROUGE ARGIOLAS,ISOLA DEI NURAGHI
J1192,FINO BLANC OSBORNE,JEREZ XERES SHERRY
J1193,MANZANILLA FINA BLANC OSBORNE,MANZANILLA DE SANLUCAR DE BARRAMEDA
J1194,BAROLO RISERVA ROUGE BORGOGNO,BAROLO
J1195,RIOJA CRIANZA ROUGE MONTECILLO,RIOJA
J1196,RIOJA RESERVA ROUGE MONTECILLO,RIOJA
J1197,SERGIO ROSE MO EXTRA DRY ROSE MIONETTO,
J1198,MONTEPULCIANO ABRUZZO ROUGE GABRIELE,MONTEPULCIANO D ABRUZZO
J1199,CHIANTI ROUGE SAMMONTANA,CHIANTI
J12,HATTENHEIM ENGELMANNSBERG RIESLING SPATLESE BLANC BALTHASAR RESS,HATTENHEIM ENGELMANNSBERG
J1470,BARBERA ALBA PIANI ROUGE PELISSERO,BARBERA D ALBA
J1471,BARBERA ALBA ROUGE ANTINORI PRUNOTTO,BARBERA D ALBA
J1472,BARBERA ASTI SUPERIORE ROUGE MICHELE CHIARLO,BARBERA D ASTI SUPERIORE
J1473,BARDOLINO SUPERIORE MONTESALIONZE ROUGE SEITERRE SAN LEONE,BARDOLINO SUPERIORE
J1474,BIANCO CUSTOZA PASSITO BLANC SEITERRE SAN LEONE,BIANCO DI CUSTOZA
J1475,BOLGHERI ROUGE BARONE RICASOLI,BOLGHERI
J1476,BRUNELLO MONTALCINO ROUGE ANDRETTA,BRUNELLO DI MONTALCINO
J1477,BRUNELLO MONTALCINO RISERVA ROUGE VITANZA,BRUNELLO DI MONTALCINO
J1478,BRUNELLO MONTALCINO RISERVA FIRMA ROUGE VITANZA,BRUNELLO DI MONTALCINO
J1479,BRUNELLO MONTALCINO TRADIZIONE ROUGE VITANZA,BRUNELLO DI MONTALCINO
J148,BRUNELLO MONTALCINO ROUGE FOSSACOLLE,BRUNELLO DI MONTALCINO
J1480,CHIANTI CLASSICO ROUGE QUERCIABELLA,CHIANTI CLASSICO
J1481,CHIANTI CLASSICO GRIGIO GRAN SELEZIONE ROUGE SAN FELICE,CHIANTI CLASSICO
J1482,COLLINE LUCCHESI PALISTORTI BLANC TENUTA DI VALGIANO,COLLINE LUCCHESI
J1483,DOLCETTO ALBA AUGENTA ROUGE PELISSERO,DOLCETTO D ALBA
J1484,DOLCETTO ALBA COSTE FOSSATI ROUGE GD VAJRA,DOLCETTO D ALBA
J1485,LANGHE LONG NOW ROUGE PELISSERO,LANGHE
J1486,LANGHE NEBBIOLO ROUGE PELISSERO,LANGHE
J1487,LANGHE RIESLING PETRACINE BLANC GD VAJRA,LANGHE
J1488,LUGANA BLANC SEITERRE SAN LEONE,LUGANA
J1489,MAREMMA TOSCANA VIE CAVE ROUGE ALDOBRANDESCA,MAREMMA TOSCANA
J149,BRUNELLO MONTALCINO ROUGE FULIGNI,BRUNELLO DI MONTALCINO
J1680,BEL CANTO ROUGE WITHERS,EL DORADO COUNTY
J1681,CODY ROUGE WITHERS,MENDOCINO COUNTY
J1682,MR BURGESS ROUGE WITHERS,EL DORADO COUNTY
J1683,MUSAR JEUNE ROUGE MUSAR,
J1684,BIN 169 CAB ROUGE PENFOLDS,COONAWARRA
J1685,BIN 51 RIESLING BLANC PENFOLDS,EDEN VALLEY
J1686,BIN 2 SHIRAZ MATARO ROUGE PENFOLDS,
J1687,RESERVE BIN A CHARDONNAY BLANC PENFOLDS,ADELAIDE HILLS
J1688,PINOT NOIR ROUGE BESTS GREAT WESTERN,GRAMPIANS
J1689,BIN 1 SHIRAZ ROUGE BESTS GREAT WESTERN,GRAMPIANS
J169,CHIANTI CLASSICO ROUGE PODERE TERRENO,CHIANTI CLASSICO
J1690,B MINOR MARSANNE ROUSSANNE BLANC BEN HAINES,UPPER GOULBURN
J1691,CHENIN BLANC BLANC OLDENBURG VINEYARDS,STELLENBOSCH
J1692,BARBERA ROUGE MERWIDA,BREEDEKLOOF
J1693,SYRAH ROUGE MULLINEUX,SWARTLAND
J1694,CABERNET FRANC RESERVA ROUGE CALCU,COLCHAGUA VALLEY
J1695,VHR CABERNET SAUVIGNON ROUGE VINE HILL RANCH,NAPA VALLEY
J1696,DOURO BARCA VELHA ROUGE CASA FERREIRINHA,DOURO
J1697,BARBARESCO ROUGE BRUNO ROCCA,BARBARESCO
J1698,BARBARESCO ROUGE PIO CESARE,BARBARESCO
J1699,BAROLO COMUNE ROUGE MARCHESI DI BAROLO,BAROLO
J17,GOBELSBURGER RIESLING KAMPTAL BLANC SCHLOSS GOBELSBURG,KAMPTAL
J170,CHIANTI CLASSICO ROUGE NOZZOLE,CHIANTI CLASSICO
J1700,BRUNELLO MONTALCINO ROUGE ALTESINO,BRUNELLO DI MONTALCINO
J1701,ROSSO MONTALCINO ROUGE ALTESINO,ROSSO DI MONTALCINO
J1702,PIAN DELLE VIGNE ROUGE ANTINORI ROSSO MONTALCINO,ROSSO DI MONTALCINO
J1703,CHIANTI CLASSICO VILLA CERNA ROUGE CECCHI,CHIANTI CLASSICO
J1704,CHIANTI CLASSICO VILLA CERNA RISERVA ROUGE CECCHI,CHIANTI CLASSICO
J1705,FRANCIACORTA CUVEE SPECIALE BLANC MONTENISA,FRANCIACORTA
J1706,CHIANTI CLASSICO POGGIO ROSSO GRAN SELEZIONE ROUGE SAN FELICE,CHIANTI CLASSICO
J1707,COLLINE SAVONESI CRUVIN ROUGE PUNTA CRENA,COLLINE SAVONESI
J1708,MONFERRATO BY KERMIT LYNCH ROUGE LA PERGOLA,MONFERRATO
J1709,HIP HOUSE OF INDEPENDENT PRODUCERS MERLOT ROUGE HEDGES FAMILY ESTATE,COLUMBIA VALLEY
J171,CHIANTI CLASSICO ROUGE TENUTA DI RISECCOLI,CHIANTI CLASSICO
J1710,SONOMA COUNTY CHARDONNAY BLANC ARROWOOD,SONOMA COUNTY
J1711,CHARDONNAY BLANC WYATT,CALIFORNIA
J1712,CHIANTI CLASSICO RISERVA ROUGE QUERCIABELLA,CHIANTI CLASSICO
J1930,MATHILDA VICTORIAN SHIRAZ ROUGE TOURNON,
J1931,SHAYS FLAT VINEYARDS ROUGE TOURNON,PYRENEES
J1932,CARRASCAL BLANC WEINERT,MENDOZA
J1933,CARRASCAL ROUGE WEINERT,MENDOZA
J1934,MALBEC ROUGE GRAFFITO,MENDOZA
J1935,MALBEC ROUGE MENDEL,MENDOZA
J1936,TORRONTES BLANC HERMANOS,CAFAYATE VALLEY
J1937,PLANETES DE NIN ROUGE NIN ORTIZ,PRIORAT
J1938,PLANETES DE NIN AMFORA ROUGE NIN ORTIZ,PRIORAT
J1939,CABERNET SAUVIGNON ROUGE HAVENSCOURT,CALIFORNIA
J194,TOSCANA GUIDALBERTO ROUGE TENUTA SAN GUIDO,TOSCANA
J1970,TOSCANA GALATRONA ROUGE PETROLO,TOSCANA
J1971,MONTEFALCO SAGRANTINO ROUGE SCACCIADIAVOLI,MONTEFALCO SAGRANTINO
J1972,ROSSO MONTALCINO ROUGE CIACCI PICCOLOMINI ARAGONA,ROSSO DI MONTALCINO
J1973,AMARONE VALPOLICELLA BOSAN ROUGE CESARI,AMARONE DELLA VALPOLICELLA
J1974,AMARONE VALPOLICELLA CLASSICO ROUGE CESARI,AMARONE DELLA VALPOLICELLA CLASSICO
J1975,CODDINGTON CHARDONNAY BLANC KUMEU RIVER,KUMEU
J1976,ESTATE CHARDONNAY BLANC KUMEU RIVER,KUMEU
J1977,ROSE ROSE ALKOOMI,FRANKLAND RIVER
J1978,PENCOPOLITANO ROUGE PEDRO PARRA,CAUQUENES
J1979,SAUVIGNON BLANC BLANC HUIA,MARLBOROUGH
J198,ALTO ADIGE HABERLE BLANC ALOIS LAGEDER,ALTO ADIGE
J1980,ULYSSES ROUGE ULYSSES VINEYARDS,NAPA VALLEY
J1981,PINOT NOIR ROUGE BRUNE,ELGIN
J1982,PENEDES FERRIOL XAREL LO BLANC COVIDES,PENEDES
J1983,PENEDES BLANC SELECCIO BLANC CAN FEIXES,PENEDES
J1984,RUEDA MARTINSANCHO VERDEJO BLANC ANGEL RODRIGUEZ,RUEDA
J1985,VALDEORRAS ROGO GODELLO BLANC VINOS DEL ATLANTICO,VALDEORRAS
J1986,RIAS BAIXAS LEIRANA BLANC FORJAS DEL SALNES,RIAS BAIXAS
J1987,RIBEIRA SACRA CASTRO CANDAZ FINCA CURVADO ROUGE RAUL PEREZ,RIBEIRA SACRA
J1988,CAVA LEOPARDI GRAN RESERVA BRUT NATURE BLANC LLOPART,CAVA
J1989,CAVA RESERVA BRUT BLANC LLOPART,CAVA
J199,VIGNETI DOLOMITI PINOT GRIGIO BLANC ALOIS LAGEDER,VIGNETI DELLE DOLOMITI
J2150,CABERNET SAUVIGNON ROUGE BACKSBERG,PAARL
J2151,THREE VALLEY ROUGE RIDGE VINEYARDS,SONOMA COUNTY
J2152,PHANTOM ROUGE BOGLE VINEYARDS,CALIFORNIA
J2153,PESENTI VINEYARD ZINFANDEL ROUGE TURLEY,PASO ROBLES
J2154,SLOAN PROPRIETARY RED ROUGE SLOAN,NAPA VALLEY
J2155,LA SANGRE DE JONATA ROUGE JONATA,SANTA YNEZ VALLEY
J2156,TODOS ROUGE JONATA,SANTA YNEZ VALLEY
J2157,CABERNET SAUVIGNON ROUGE CHECKERBOARD,NAPA VALLEY
J2158,KINGS ROW ROUGE CHECKERBOARD,NAPA VALLEY
J2159,NIPOZZANO VECCHIE VITI ROUGE FRESCOBALDI NIPOZZANO,CHIANTI RUFINA
J216,DOURO ESTATES ROUGE CHURCHILL S,DOURO
J2160,MORMORETO ROUGE FRESCOBALDI NIPOZZANO,TOSCANA
J2161,MONTESODI ROUGE FRESCOBALDI NIPOZZANO,TOSCANA
J2162,NIPOZZANO ROUGE FRESCOBALDI NIPOZZANO,CHIANTI RUFINA
J2163,BRUNELLO DI MONTALCINO RIPE AL CONVENTO ROUGE FRESCOBALDI CASTELGIOCONDO,BRUNELLO DI MONTALCINO
J2164,TENUTA FRESCOBALDI DI CASTIGLIONI ROUGE FRESCOBALDI CASTIGLIONI,TOSCANA
J2165,LAMAIONE ROUGE FRESCOBALDI CASTELGIOCONDO,TOSCANA
J2166,TOSCANA LUCE ROUGE FRESCOBALDI LUCE VITE,TOSCANA
J2167,AMMIRAGLIA ROUGE FRESCOBALDI AMMIRAGLIA,MAREMMA TOSCANA
J2168,GIRAMONTE ROUGE FRESCOBALDI CASTIGLIONI,TOSCANA
J2169,LUCENTE ROUGE FRESCOBALDI LUCE VITE,TOSCANA
J217,MADEIRA NEW YORK MALMSEY SPECIAL RESERVE BLANC THE RARE WINE CO,MADEIRA
J2170,BETTINA ROUGE BRYANT,NAPA VALLEY
J2171,MAYA ROUGE DALLA VALLE,NAPA VALLEY
J1609,LANGHE MERLOT FONTANAZZA PISSOTA ROUGE ROBERTO VOERZIO,LANGHE
J161,CHIANTI ROUGE GIACOMO MORI,CHIANTI
J1610,MONTSANT ROUGE ESPACTACLE,MONTSANT
J1611,AMARONE VALPOLICELLA CLASSICO TRIONFO VILLA VINEA ROUGE RIONDO,AMARONE DELLA VALPOLICELLA CLASSICO
J1612,GRUNER VELTLINER LOISIUM RESERVE BLANC STEININGER,KAMPTAL
J1613,CARNUNTUM CUVEE ROUGE NETZL,CARNUNTUM
J1614,GRAN RESERVA 890 ROUGE LA RIOJA ALTA,RIOJA
J1615,CESANESE OLEVANO ROMANO SILENE ROUGE DAMIANO CIOLLI,CESANESE DI OLEVANO ROMANO
J1616,CHARDONNAY ARTHUR BLANC DOMAINE DROUHIN,DUNDEE HILLS
J1617,RIESLING TROCKEN CAI BLANC IMMICH BATTERIEBERG,
J1618,RIESLING SPATLESE BLANC KARTHAUSERHOF,
J1619,RIESLING TROCKEN SENIOR BLANC LAUER,AYLER KUPP
J162,CHIANTI CLASSICO PEPPOLI ROUGE ANTINORI,CHIANTI CLASSICO
J1620,RIESLING GANS KABINETT BLANC LUBENTIUSHOF,
J1621,RIESLING TROCKENBLANC VON HEDDESDORFF,
J1622,VOM STEIN SMARAGD RIESLING BLANC NIKOLAIHOF,WACHAU
J1623,ST LAURENT CLASSIC ROUGE ROSI SCHUSTER,
J1624,ORANGE T BLANC ZAHEL,
J1625,RIESLING TROCKEN BLANC SYBILLE KUNTZ,
J1626,TOSCANA CEPPARELLO ROUGE ISOLE OLENA,TOSCANA
J1627,SICILIA ROSSOJBLEO ROUGE TAMI,SICILIA
J1628,RUCHE CASTAGNOLE MONFERRATO FIRMATI ROUGE LUCA FERRARIS,RUCHE DI CASTAGNOLE MONFERRATO
J1629,TOSCANA SANGIOVESE ROUGE MASSOFERRATO,TOSCANA
J163,CHIANTI CLASSICO CASTELLO DI BROLIO ROUGE BARONE RICASOLI,CHIANTI CLASSICO
J1875,ROSENBERG GRUNER VELTLINER BLANC ANTON BAUER,WAGRAM
J1876,LANGHE DIMARTINA ROUGE MAURO MOLINO,LANGHE
J1877,SAUVIGNON BLANC BLANC ALTA MARIA,SANTA BARBARA COUNTY
J1878,MARCIEN PROPRIETARY ROUGE ROBERT SINSKEY,LOS CARNEROS
J1879,AMYCAS BLANC BROOKS,WILLAMETTE VALLEY
